min_lon,min_lat,max_lon,max_lat,Island_Letter,Island_Number,Grid_Number,island_number
-91.4346923828125,-0.21671000123023987,-91.40140205564951,-0.18365775148073832,X,1,300,1
-91.40135955810548,-0.21671000123023987,-91.3680692309425,-0.18365775148073832,X,1,301,1
-91.20137786865234,-0.21671000123023987,-91.16808754148936,-0.18365775148073832,X,1,302,1
-91.16805267333984,-0.21671000123023987,-91.13476234617687,-0.18365775148073832,X,1,303,1
-91.1347198486328,-0.21671000123023987,-91.10142952146984,-0.18365775148073832,X,1,304,1
-90.86808013916016,-0.21671000123023987,-90.83478981199718,-0.18365775148073832,X,1,305,7
-90.63477325439452,-0.21671000123023987,-90.60148292723156,-0.18365775148073832,X,1,306,7
-90.6014404296875,-0.21671000123023987,-90.56815010252451,-0.18365775148073832,X,1,307,7
-91.4346923828125,-0.18337999284267426,-91.40140205564951,-0.1503277430931727,X,1,308,1
-91.20137786865234,-0.18337999284267426,-91.16808754148936,-0.1503277430931727,X,1,309,1
-90.86808013916016,-0.18337999284267426,-90.83478981199718,-0.1503277430931727,X,1,310,7
-90.73475646972656,-0.18337999284267426,-90.70146614256359,-0.1503277430931727,X,1,311,7
-90.70143127441406,-0.18337999284267426,-90.66814094725108,-0.1503277430931727,X,1,312,7
-90.66809844970705,-0.18337999284267426,-90.63480812254406,-0.1503277430931727,X,1,313,7
-90.63477325439452,-0.18337999284267426,-90.60148292723156,-0.1503277430931727,X,1,314,7
-91.4346923828125,-0.15004999935626984,-91.40140205564951,-0.11699774960676827,X,1,315,1
-91.20137786865234,-0.15004999935626984,-91.16808754148936,-0.11699774960676827,X,1,316,1
-90.86808013916016,-0.15004999935626984,-90.83478981199718,-0.11699774960676827,X,1,317,7
-90.83474731445312,-0.15004999935626984,-90.80145698729015,-0.11699774960676827,X,1,318,7
-90.80142211914062,-0.15004999935626984,-90.76813179197764,-0.11699774960676827,X,1,319,7
-90.7680892944336,-0.15004999935626984,-90.73479896727062,-0.11699774960676827,X,1,320,7
-90.73475646972656,-0.15004999935626984,-90.70146614256359,-0.11699774960676827,X,1,321,7
-91.4346923828125,-0.11671999841928482,-91.40140205564951,-0.08366774866978327,X,1,322,1
-91.20137786865234,-0.11671999841928482,-91.16808754148936,-0.08366774866978327,X,1,323,1
-91.6013412475586,-0.0833899974822998,-91.56805092039562,-0.050337747732798255,X,1,324,1
-91.56800842285156,-0.0833899974822998,-91.53471809568859,-0.050337747732798255,X,1,325,1
-91.53468322753906,-0.0833899974822998,-91.50139290037608,-0.050337747732798255,X,1,326,1
-91.50135040283205,-0.0833899974822998,-91.46806007566906,-0.050337747732798255,X,1,327,1
-91.4346923828125,-0.0833899974822998,-91.40140205564951,-0.050337747732798255,X,1,328,1
-91.20137786865234,-0.0833899974822998,-91.16808754148936,-0.050337747732798255,X,1,329,1
-91.6346664428711,-0.05006000027060509,-91.60137611570812,-0.01700775052110354,X,1,330,1
-91.6013412475586,-0.05006000027060509,-91.56805092039562,-0.01700775052110354,X,1,331,1
-91.50135040283205,-0.05006000027060509,-91.46806007566906,-0.01700775052110354,X,1,332,1
-91.468017578125,-0.05006000027060509,-91.43472725096204,-0.01700775052110354,X,1,333,1
-91.4346923828125,-0.05006000027060509,-91.40140205564951,-0.01700775052110354,X,1,334,1
-91.20137786865234,-0.05006000027060509,-91.16808754148936,-0.01700775052110354,X,1,335,1
-91.6346664428711,-0.016729999333620068,-91.60137611570812,0.016322250415881468,X,1,336,1
-91.23471069335938,-0.016729999333620068,-91.2014203661964,0.016322250415881468,X,1,337,1
-91.20137786865234,-0.016729999333620068,-91.16808754148936,0.016322250415881468,X,1,338,1
-91.6346664428711,0.016599999740719802,-91.60137611570812,0.04965224949022135,X,1,339,1
-91.6013412475586,0.016599999740719802,-91.56805092039562,0.04965224949022135,X,1,340,1
-91.56800842285156,0.016599999740719802,-91.53471809568859,0.04965224949022135,X,1,341,1
-91.2680435180664,0.016599999740719802,-91.23475319090343,0.04965224949022135,X,1,342,1
-91.23471069335938,0.016599999740719802,-91.2014203661964,0.04965224949022135,X,1,343,1
-91.56800842285156,0.04992999881505967,-91.53471809568859,0.08298224856456121,X,1,344,1
-91.53468322753906,0.04992999881505967,-91.50139290037608,0.08298224856456121,X,1,345,1
-91.3013687133789,0.04992999881505967,-91.26807838621592,0.08298224856456121,X,1,346,1
-91.2680435180664,0.04992999881505967,-91.23475319090343,0.08298224856456121,X,1,347,1
-91.53468322753906,0.08325999975204468,-91.50139290037608,0.11631224950154626,X,1,348,1
-91.50135040283205,0.08325999975204468,-91.46806007566906,0.11631224950154626,X,1,349,1
-91.3013687133789,0.08325999975204468,-91.26807838621592,0.11631224950154626,X,1,350,1
-91.50135040283205,0.1165900006890297,-91.46806007566906,0.14964225043853124,X,1,351,1
-91.468017578125,0.1165900006890297,-91.43472725096204,0.14964225043853124,X,1,352,1
-91.4346923828125,0.1165900006890297,-91.40140205564951,0.14964225043853124,X,1,353,1
-91.33470153808594,0.1165900006890297,-91.30141121092295,0.14964225043853124,X,1,354,1
-91.3013687133789,0.1165900006890297,-91.26807838621592,0.14964225043853124,X,1,355,1
-91.4346923828125,0.1499200016260147,-91.40140205564951,0.18297225137551626,X,1,356,1
-91.40135955810548,0.1499200016260147,-91.3680692309425,0.18297225137551626,X,1,357,1
-91.33470153808594,0.1499200016260147,-91.30141121092295,0.18297225137551626,X,1,358,1
-91.40135955810548,0.18324999511241916,-91.3680692309425,0.21630224486192068,X,1,359,1
-91.36802673339844,0.18324999511241916,-91.33473640623545,0.21630224486192068,X,1,360,1
-91.33470153808594,0.18324999511241916,-91.30141121092295,0.21630224486192068,X,1,361,1
-90.53478240966795,0.2499099969863891,-90.501492082505,0.28296224673589065,X,1,362,9
-90.50144958496094,0.2499099969863891,-90.46815925779795,0.28296224673589065,X,1,363,9
-90.4681167602539,0.2499099969863891,-90.43482643309092,0.28296224673589065,X,1,364,9
-90.4347915649414,0.2499099969863891,-90.40150123777843,0.28296224673589065,X,1,365,9
-90.40145874023438,0.2499099969863891,-90.3681684130714,0.28296224673589065,X,1,366,9
-90.56810760498048,0.2832399904727935,-90.5348172778175,0.3162922402222951,X,1,367,9
-90.53478240966795,0.2832399904727935,-90.501492082505,0.3162922402222951,X,1,368,9
-90.40145874023438,0.2832399904727935,-90.3681684130714,0.3162922402222951,X,1,369,9
-90.56810760498048,0.31657001376152033,-90.5348172778175,0.3496222635110219,X,1,370,9
-90.40145874023438,0.31657001376152033,-90.3681684130714,0.3496222635110219,X,1,371,9
-90.56810760498048,0.34990000724792475,-90.5348172778175,0.3829522569974263,X,1,372,9
-90.4347915649414,0.34990000724792475,-90.40150123777843,0.3829522569974263,X,1,373,9
-90.40145874023438,0.34990000724792475,-90.3681684130714,0.3829522569974263,X,1,374,9
-90.56810760498048,0.3832300007343292,-90.5348172778175,0.4162822504838307,X,1,375,9
-90.53478240966795,0.3832300007343292,-90.501492082505,0.4162822504838307,X,1,376,9
-90.50144958496094,0.3832300007343292,-90.46815925779795,0.4162822504838307,X,1,377,9
-90.4681167602539,0.3832300007343292,-90.43482643309092,0.4162822504838307,X,1,378,9
-90.4347915649414,0.3832300007343292,-90.40150123777843,0.4162822504838307,X,1,379,9
-90.83474731445312,0.5165500044822694,-90.80145698729015,0.5496022542317709,X,1,380,8
-90.80142211914062,0.5165500044822694,-90.76813179197764,0.5496022542317709,X,1,381,8
-90.7680892944336,0.5165500044822694,-90.73479896727062,0.5496022542317709,X,1,382,8
-90.73475646972656,0.5165500044822694,-90.70146614256359,0.5496022542317709,X,1,383,8
-90.83474731445312,0.5498800277709962,-90.80145698729015,0.5829322775204977,X,1,384,8
-90.73475646972656,0.5498800277709962,-90.70146614256359,0.5829322775204977,X,1,385,8
-90.83474731445312,0.5832099914550782,-90.80145698729015,0.6162622412045797,X,1,386,8
-90.73475646972656,0.5832099914550782,-90.70146614256359,0.6162622412045797,X,1,387,8
-90.83474731445312,0.616540014743805,-90.80145698729015,0.6495922644933065,X,1,388,8
-90.7680892944336,0.616540014743805,-90.73479896727062,0.6495922644933065,X,1,389,8
-90.73475646972656,0.616540014743805,-90.70146614256359,0.6495922644933065,X,1,390,8
-90.83474731445312,0.6498699784278871,-90.80145698729015,0.6829222281773886,X,1,391,8
-90.80142211914062,0.6498699784278871,-90.76813179197764,0.6829222281773886,X,1,392,8
-90.7680892944336,0.6498699784278871,-90.73479896727062,0.6829222281773886,X,1,393,8
